"FIPS","Name of Area","Qualifying Name","Nation","State","County","Census Tract","Total Population","Not Hispanic or Latino","Not Hispanic or Latino: White Alone","Not Hispanic or Latino: Black or African American Alone","Not Hispanic or Latino: American Indian and Alaska Native Alone","Not Hispanic or Latino: Asian Alone","Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Not Hispanic or Latino: Some Other Race Alone","Not Hispanic or Latino: Two or More Races","Hispanic or Latino","Hispanic or Latino: White Alone","Hispanic or Latino: Black or African American Alone","Hispanic or Latino: American Indian and Alaska Native Alone","Hispanic or Latino: Asian Alone","Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Hispanic or Latino: Some Other Race Alone","Hispanic or Latino: Two or More Races","Total Population","Housing Units","Housing Units","Housing Units: Occupied","Housing Units: Vacant","Average Commute to Work (in Min)","Owner-Occupied Housing Units: Median Value [Dollars adjusted for inflation to match value in 2021]","Occupied Housing Units","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T013_014,SE_T013_015,SE_T013_016,SE_T013_017,SE_T001_001,SE_T155_001,SE_T157_001,SE_T157_002,SE_T157_003,SE_T198_001,SE_T163_001,SE_T156_001,SE_T156_002,SE_T156_003
"06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","00","06","037","106645",2990.183,2556.669,1872.691,98.66017,5.873547,464.0967,1.623792,9.823113,103.9004,433.5143,235.0162,2.936773,4.330113,2.903852,0.1646091,152.0878,36.07495,2990.18309641845,1073.37600268454,1073.37600268454,1053.31630795175,20.0596947327915,36,423296.882440384,1053.31630795175,923.964803832501,129.351504119245
"06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","00","06","037","106646",3121.741,2488.261,1794.938,109.0493,9.320031,467.1012,1.718119,7.288456,98.84574,633.4807,296.8004,4.660016,4.581652,4.403375,1.283202,270.2731,51.47894,3121.74135878111,1074.06689838087,1074.06689838087,1052.62011829917,21.4467800816997,32,361476.247548814,1052.62011829917,904.886006557346,147.734111741827
"06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","00","06","037","106648",3663,867.5858,435.6817,112.0684,13.22155,247.4319,0.6295978,1.259196,57.2934,2795.414,1013.023,15.73994,26.44311,0.6295978,0.6295978,1636.954,101.9948,3663,890.880886902716,890.880886902716,865.696974905466,25.1839119972499,26,269505.613370794,865.696974905466,611.969061533173,253.727913372293
"06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","00","06","037","106649",2330.69,553.6678,278.0711,70.6083,8.600144,158.3833,0.510287,1.334129,36.16059,1777.022,648.7864,9.449866,17.05046,0.9499715,0.5883349,1034.966,65.23137,2330.68999488233,567.866753642862,567.866753642862,552.085725854881,15.7810277879817,25,269961.685716708,552.085725854881,385.347314018526,166.738411836354
"06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","00","06","037","107010",3225,421,307,25,5,40,2,11,31,2804,1076,8,61,6,7,1482,164,3225,669,669,655,14,30,238807.127518835,655,510,145
"06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","00","06","037","107020",4299,531,349,62,12,64,3,5,36,3768,1259,14,40,1,0,2292,162,4299,982,982,949,33,32,232766.485660355,949,659,290
"06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","00","06","037","108101",2251,2131,1526,30,3,480,2,10,80,120,82,3,2,3,0,18,12,2251,796,796,783,13,33,481238.420110644,783,707,76
"06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","00","06","037","108102",3685.35,3384.004,2204.887,65.53489,1.163652,997.9993,1.065461,6.163652,107.1895,301.3463,213.3678,3.098191,0.1963828,1.130922,0.06546094,58.83291,24.65461,3685.35002433096,1325.2998533206,1325.2998533206,1305.43421640723,19.865636913366,34,506219.863719212,1305.43421640723,1179.98287219289,125.451344214347
"06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","00","06","037","108103",3538.849,3329.223,2013.59,32.6887,4.031885,1151.052,1.012752,11.03189,115.8162,209.6261,130.0458,2.019131,0.03825521,5.025505,1.012753,54.3571,17.12755,3538.84925870552,1083.57843561529,1083.57843561529,1073.21499461954,10.3634409957497,35,688939.426052028,1073.21499461954,1002.34783452928,70.8671600902598
"06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","00","06","037","108104",1727.521,1622.946,1172.582,51.22633,6.999203,346.8103,2.001626,2.011356,41.3155,104.5743,73.35448,0.009730077,0.01946015,0.01297344,0.006486718,20.13302,11.03813,1727.52060131874,583.971031924591,583.971031924591,573.810465647347,10.1605662772438,34,499701.029286242,573.810465647347,539.452006450796,34.3584591965507
"06037108201","Census Tract 1082.01","Census Tract 1082.01, Los Angeles County, California","00","06","037","108201",4497.283,4260.208,2127.734,100.4249,4.660577,1901.904,1.862286,4.648425,118.9749,237.0745,152.4863,2.786138,5.572276,3.714851,1.857425,52.05652,18.60099,4497.28292070242,1542.14410718932,1542.14410718932,1489.18317682431,52.9609303650063,37,555936.408871921,1489.18317682431,1362.79560894462,126.387567879695
"06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","00","06","037","108202",140.0306,132.6486,66.23222,3.125926,0.1447468,59.23833,0.0578997,0.1447026,3.704776,7.382052,4.747603,0.0868569,0.173704,0.1157749,0.05787516,1.621216,0.5790215,140.030645580428,48.0175172247071,48.0175172247071,46.3678446303452,1.64967259436198,37,556031.538268491,46.3678446303452,42.4316077041252,3.93623692621992
"06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","00","06","037","109100",2526.788,1221.595,876.4125,65.16583,10.79917,238.3311,1.036708,3.110689,26.73897,1305.193,625.7478,1.561842,24.84616,2.841689,0.4371238,602.4364,47.32242,2526.7884305742,621.251941107382,621.251941107382,603.092740313125,18.1592007942565,27,280771.561321312,603.092740313125,484.417286377446,118.675453935679
"06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","00","06","037","109200",2607,1894.142,1302.141,102.9178,5.60372,391.6237,1.616314,9.156614,81.08353,712.8577,365.7156,3.773895,6.038231,7.662033,3.240116,289.2451,37.1827,2607,818.765176894221,818.765176894221,804.446842722449,14.3183341717716,32,323696.652074766,804.446842722449,689.177261588564,115.269581133884
"06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","00","06","037","109300",2922,1922.178,1369.504,97.86135,14.48517,369.295,3.540285,9.094958,58.39673,999.822,526.5614,3.235782,7.644135,6.145845,1.448469,415.5936,39.19279,2922,950.744200385632,950.744200385632,927.133095608203,23.6111047774296,28,284809.428400657,927.133095608203,781.27186316822,145.861232439982
"06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","00","06","037","109400",3488.426,1082.771,688.1016,100.3837,5.787896,237.9223,0.7090804,3.556927,46.30921,2405.656,992.4425,7.12538,26.47801,7.206057,4.963563,1272.654,94.78572,3488.42631899838,995.142180795498,995.142180795498,964.259864207903,30.8823165875948,27,248219.682437538,964.259864207903,763.031962726235,201.227901481668
"06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","00","06","037","109500",4052.8,491.0914,240.8151,62.53266,15.70389,142.7166,0.01208427,1.485485,27.82566,3561.709,1496.657,3.631638,40.53121,11.10831,0.1208192,1876.429,133.2317,4052.80048529834,999.191147578714,999.191147578714,956.503908967956,42.6872386107584,31,236582.681995754,956.503908967956,652.566778569387,303.937130398568
"06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","00","06","037","109601",4542.105,1887.859,1153.657,179.7376,11.26453,455.6144,6.2661,2.466228,78.85336,2654.246,1113.019,10.13605,18.5922,7.050216,1.387646,1404.406,99.65412,4542.10490074776,1254.36478359265,1254.36478359265,1227.6191093107,26.745674281958,26,278058.102757875,1227.6191093107,1043.86764969575,183.751459614942
"06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","00","06","037","109603",3972,2336.008,1551.986,153.767,11.27558,516.3342,5.239448,13.7063,83.6995,1635.992,667.8117,9.911897,13.5173,9.151094,3.303966,814.9804,117.3158,3972,1310.06722112733,1310.06722112733,1282.65942626836,27.4077948589676,30,285401.13428122,1282.65942626836,919.884063525619,362.775362742745
"06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","00","06","037","109604",2788,1559.719,1037.755,107.6547,6.913871,346.2709,2.829056,8.821611,49.47387,1228.281,499.2311,8.01579,12.42271,5.475916,2.493095,626.2667,74.37562,2788,913.376391537765,913.376391537765,894.97660358678,18.3997879509855,30,283593.51150569,894.97660358678,674.77609231703,220.20051126975
"06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","00","06","037","109700",4067,2710.289,1883.302,135.9265,11.22621,583.8522,2.749554,11.13267,82.10075,1356.711,597.3916,6.317541,14.12385,1.139965,0,674.8174,62.92014,4067,1388.22025130233,1388.22025130233,1359.19502459965,29.0252267026818,29,289984.30527458,1359.19502459965,1083.61227812078,275.582746478873
"06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","00","06","037","109800",4153,2647.634,1787.711,131.0808,11.26954,585.1149,4.429634,11.31553,116.7125,1505.366,640.911,2.513751,9.21569,5.187069,0.7459373,741.2836,105.5092,4153,1373.10481076464,1373.10481076464,1337.82590649821,35.2789042664352,29,290252.060617532,1337.82590649821,925.522843685057,412.303062813152
"06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","00","06","037","111100",2719,1935.24,1357.974,102.7381,12.20651,384.5051,1.525814,2.543023,73.74766,783.7596,324.4897,6.103255,4.068837,5.59465,2.543023,378.4018,62.55836,2719,875.817059483727,875.817059483727,856.490086045642,19.3269734380846,28,305782.055222889,856.490086045642,711.537785260008,144.952300785634
"06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","00","06","037","111201",3332,2632.41,1960.982,102.3786,8.343498,439.8155,5.025332,4.540654,111.3245,699.5902,333.01,2.401796,1.601197,3.086623,1.000748,305.5522,52.93766,3332,1087.15299315534,1087.15299315534,1062.73275267015,24.4202404851857,27,358849.855088231,1062.73275267015,939.316864524219,123.415888145935
"06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","00","06","037","111202",4834.636,4015.628,2962.849,134.0389,31.0302,657.4657,7.024161,13.05436,210.1658,819.0073,425.0986,3.042281,7.030201,7.072482,0.006040174,290.3047,86.45301,4834.635618996,1787.06152408148,1787.06152408148,1740.85011800637,46.2114060751082,28,325688.757179302,1740.85011800637,1144.26759252985,596.582525476524
"06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","00","06","037","111204",5756.847,5230.765,3988.636,134.0184,5.001627,963.0858,0.0006778994,2.000407,138.0212,526.082,384.0508,0.001220219,4.002169,4.000678,3,99.01966,32.00746,5756.84656077911,1933.2783454964,1933.2783454964,1903.27197324198,30.0063722544232,34,568507.404758266,1903.27197324198,1808.25190741954,95.020065822439
"06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","00","06","037","111205",3230,2809.913,1997.664,106.1413,4.514744,584.1933,4.172623,5.135459,108.0915,420.0866,250.2852,4.077332,3.206146,6.535708,0.5290638,116.895,38.55813,3230,1204.55386086516,1204.55386086516,1179.68058313395,24.8732777312094,30,415775.101441154,1179.68058313395,899.363457651613,280.317125482333
"06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","00","06","037","111206",4277.364,3736.99,2681.664,112.1162,3.259193,805.6724,2.607354,5.866547,125.8048,540.3741,334.3932,4.56287,3.259193,7.822062,0.6518385,140.7971,48.88789,4277.364381004,1517.48007908828,1517.48007908828,1494.6657308202,22.8143482680799,31,418027.289285688,1494.6657308202,1323.88403807058,170.781692749626
"06037111301","Census Tract 1113.01","Census Tract 1113.01, Los Angeles County, California","00","06","037","111301",6714,5455,3424,417,21,1326,4,27,236,1259,516,16,9,5,0,566,147,6714,2727,2727,2659,68,29,313233.043687566,2659,987,1672
"06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","00","06","037","111302",4065,3501.81,2435.605,195.1879,11.5724,665.799,11.5724,8.48643,173.5861,563.1904,308.5975,6.943443,6.171949,10.02942,0.7714936,177.4435,53.23306,4065,1684.17062061112,1684.17062061112,1630.93755930917,53.2330613019548,27,404746.862357017,1630.93755930917,844.014044410704,786.923514898462
"06037111400","Census Tract 1114","Census Tract 1114, Los Angeles County, California","00","06","037","111400",7050,5239.063,3290.725,282.7117,21.74706,1369.076,1.977005,25.70107,247.1256,1810.937,925.2384,26.68957,34.59759,3.95401,0.9885025,714.6873,104.7813,7050,2626.45120583287,2626.45120583287,2497.94587773416,128.50532809871,29,332692.212933791,2497.94587773416,1147.65143017386,1350.29444756029
"06037113101","Census Tract 1131.01","Census Tract 1131.01, Los Angeles County, California","00","06","037","113101",3433.969,3101.242,2581.527,74.79498,6.599557,348.1266,2.749815,1.649889,85.79424,332.7277,206.2361,4.949668,8.799409,2.749815,0,79.74464,30.24797,3433.96935441957,1129.07416473789,1129.07416473789,1103.22590085933,25.8482638785586,30,551641.960702129,1103.22590085933,1021.83136779493,81.3945330643973
"06037113102","Census Tract 1131.02","Census Tract 1131.02, Los Angeles County, California","00","06","037","113102",2809.153,2536.966,2111.814,61.18592,5.398757,284.7845,2.249482,1.349689,70.18385,272.1874,168.7112,4.049068,7.198343,2.249482,0,65.23499,24.7443,2809.15343922088,923.637413632363,923.637413632363,902.492280441559,21.1451331908042,30,551641.960702129,902.492280441559,835.907605713069,66.5846747284899
"06037113211","Census Tract 1132.11","Census Tract 1132.11, Los Angeles County, California","00","06","037","113211",3839,3518,2994,76,6,342,3,11,86,321,224,0,3,0,0,61,33,3839,1585,1585,1547,38,30,320575.068941131,1547,1347,200
"06037113212","Census Tract 1132.12","Census Tract 1132.12, Los Angeles County, California","00","06","037","113212",3050,2611,1886,106,12,532,4,3,68,439,253,2,2,5,0,125,52,3050,1089,1089,1070,19,30,362477.249919956,1070,705,365
"06037113213","Census Tract 1132.13","Census Tract 1132.13, Los Angeles County, California","00","06","037","113213",4394,3738,2588,125,28,837,6,7,147,656,384,4,16,4,1,181,66,4394,1662,1662,1628,34,31,339511.647294853,1628,992,636
"06037113231","Census Tract 1132.31","Census Tract 1132.31, Los Angeles County, California","00","06","037","113231",1937.785,1800.491,1489.042,50.67893,6.449989,188.8973,1.842845,0.921538,62.65777,137.2943,72.7941,8.263554E-06,0.9214719,0.9214636,0,43.30738,19.34989,1937.78517859838,721.484138019526,721.484138019526,703.055667045042,18.4284709744848,31,457916.419922849,703.055667045042,599.856021346367,103.199645698675
"06037113232","Census Tract 1132.32","Census Tract 1132.32, Los Angeles County, California","00","06","037","113232",3682.926,3223.857,2578.143,126.3148,5.655889,366.6901,4.713241,8.483833,133.856,459.0696,283.7371,7.541185,0,2.827944,0,137.6266,27.3368,3682.92620766269,1275.4029073375,1275.4029073375,1257.49259304378,17.9103142937269,30,459580.157778799,1257.49259304378,1108.55418996963,148.93840307415
"06037113233","Census Tract 1132.33","Census Tract 1132.33, Los Angeles County, California","00","06","037","113233",6222,3340,2071,459,26,562,7,13,202,2882,1197,13,39,11,25,1440,157,6222,2367,2367,2248,119,27,176236.718626918,2248,639,1609
"06037113234","Census Tract 1132.34","Census Tract 1132.34, Los Angeles County, California","00","06","037","113234",4224,2272,1417,135,10,551,17,14,128,1952,892,5,44,3,0,828,180,4224,1506,1506,1472,34,30,101812.066911454,1472,671,801
"06037113235","Census Tract 1132.35","Census Tract 1132.35, Los Angeles County, California","00","06","037","113235",1653.435,1496.071,1230.776,37.17983,3.223068,172.3264,0.3581851,1.789431,50.41863,157.3642,95.12961,1.07336,2.14672,0.00328695,0,44.70709,14.30409,1653.43533300551,702.661677556798,702.661677556798,672.618058902309,30.0436186544894,35,344397.587547356,672.618058902309,510.691914065302,161.926144837007
"06037113237","Census Tract 1132.37","Census Tract 1132.37, Los Angeles County, California","00","06","037","113237",2599.347,2351.951,1934.751,58.47547,5.060377,271.0113,0.5622642,2.811321,79.27925,247.3962,149.5623,1.686792,3.373585,0,0,70.28302,22.49057,2599.34719413602,1104.84906694296,1104.84906694296,1057.61887782173,47.2301891212256,35,344159.652902815,1057.61887782173,802.913215060836,254.705662760895
"06037113301","Census Tract 1133.01","Census Tract 1133.01, Los Angeles County, California","00","06","037","113301",1915,1734,1426,49,1,209,0,6,43,181,129,3,0,1,0,35,13,1915,644,644,631,13,35,648956.954029371,631,599,32
"06037113303","Census Tract 1133.03","Census Tract 1133.03, Los Angeles County, California","00","06","037","113303",3855,3168,2555,86,12,412,5,1,97,687,353,5,1,7,0,236,85,3855,1418,1418,1383,35,30,337492.116644159,1383,1201,182
"06037113321","Census Tract 1133.21","Census Tract 1133.21, Los Angeles County, California","00","06","037","113321",5385,4055,2501,267,14,1012,9,14,238,1330,671,14,30,11,0,503,101,5385,2358,2358,2306,52,28,230643.756772736,2306,624,1682
"06037113322","Census Tract 1133.22","Census Tract 1133.22, Los Angeles County, California","00","06","037","113322",3917,3542,2677,107,8,646,4,9,91,375,248,6,1,2,0,90,28,3917,1360,1360,1342,18,29,429795.616590803,1342,1200,142
"06037113401","Census Tract 1134.01","Census Tract 1134.01, Los Angeles County, California","00","06","037","113401",5037,3517,2366,179,16,782,4,12,158,1520,623,4,29,9,1,747,107,5037,1657,1657,1620,37,27,301937.368245953,1620,1231,389
"06037113421","Census Tract 1134.21","Census Tract 1134.21, Los Angeles County, California","00","06","037","113421",5713,3294,1998,387,8,638,2,27,234,2419,822,15,44,3,0,1386,149,5713,2033,2033,1990,43,27,289189.952837248,1990,455,1535
"06037113422","Census Tract 1134.22","Census Tract 1134.22, Los Angeles County, California","00","06","037","113422",5948,4073,2491,374,19,973,15,27,174,1875,686,23,17,7,6,973,163,5948,2178,2178,2116,62,27,280256.293342381,2116,1087,1029
"06037115101","Census Tract 1151.01","Census Tract 1151.01, Los Angeles County, California","00","06","037","115101",4771,4347,3673,85,9,433,1,18,128,424,250,1,0,0,0,149,24,4771,1705,1705,1668,37,30,640711.751797255,1668,1556,112
"06037115103","Census Tract 1151.03","Census Tract 1151.03, Los Angeles County, California","00","06","037","115103",2539.126,2108.561,1201.075,319.4564,6.629671,461.1774,6.629671,22.24272,91.35006,430.5648,181.313,4.764426,3.678528,5.128125,0.5143699,191.7773,43.38903,2539.12561906673,789.349262803246,789.349262803246,774.682008288848,14.6672545143986,28,410767.355145769,774.682008288848,267.850979917241,506.831028371607
"06037115104","Census Tract 1151.04","Census Tract 1151.04, Los Angeles County, California","00","06","037","115104",3676,3041.06,1665.575,536.5043,10.43022,653.1924,10.43022,38.46143,126.4664,634.9395,265.3187,7.170775,5.215109,8.474552,0.6518886,282.2678,65.84075,3676,990.218833126441,990.218833126441,976.529171838979,13.6896612874623,29,431435.521645465,976.529171838979,330.507536797305,646.021635041674
"06037115201","Census Tract 1152.01","Census Tract 1152.01, Los Angeles County, California","00","06","037","115201",5370.874,4451.037,2713.567,337.555,6.563569,1150.5,6.563569,18.75305,217.5354,919.8372,345.9938,8.438874,8.438874,0.9376527,1.875305,473.5146,80.63813,5370.87438093326,2554.16581942427,2554.16581942427,2486.65482860248,67.5109908217868,27,381803.738346742,2486.65482860248,690.11235062271,1796.54247797977
"06037115202","Census Tract 1152.02","Census Tract 1152.02, Los Angeles County, California","00","06","037","115202",4674,3601,2161,333,16,892,7,11,181,1073,442,12,24,5,1,476,113,4674,1913,1913,1863,50,25,313318.715465869,1863,768,1095
"06037115301","Census Tract 1153.01","Census Tract 1153.01, Los Angeles County, California","00","06","037","115301",3636,3210,2442,136,7,498,5,1,121,426,246,8,4,9,0,116,43,3636,1537,1537,1483,54,32,446169.603047243,1483,1072,411
"06037115302","Census Tract 1153.02","Census Tract 1153.02, Los Angeles County, California","00","06","037","115302",4802,1089,624,67,11,303,16,8,60,3713,1346,11,30,3,0,2047,276,4802,1024,1024,1013,11,26,300958.381654765,1013,309,704
"06037115401","Census Tract 1154.01","Census Tract 1154.01, Los Angeles County, California","00","06","037","115401",5489,3502,2273,337,14,676,8,15,179,1987,847,32,24,2,0,898,184,5489,2026,2026,1979,47,28,469977.05224617,1979,774,1205
"06037115403","Census Tract 1154.03","Census Tract 1154.03, Los Angeles County, California","00","06","037","115403",3030,1611.799,924.629,194.6057,3.529118,361.9867,6.049917,9.074875,111.9235,1418.201,525.8386,10.08319,15.62895,11.59567,0,689.1864,165.8686,3030,948.828618968386,948.828618968386,927.149750415973,21.6788685524126,27,305280.152110915,927.149750415973,335.26622296173,591.883527454243
"06037115404","Census Tract 1154.04","Census Tract 1154.04, Los Angeles County, California","00","06","037","115404",2980,1585.201,909.371,191.3943,3.470882,356.0133,5.950083,8.925125,110.0765,1394.799,517.1614,9.916805,15.37105,11.40433,0,677.8136,163.1314,2980,933.171381031614,933.171381031614,911.850249584027,21.3211314475874,27,305280.152110916,911.850249584027,329.73377703827,582.116472545757
"06037117101","Census Tract 1171.01","Census Tract 1171.01, Los Angeles County, California","00","06","037","117101",3798,2112.569,815.3348,232.4313,11.56072,965.6242,1.825376,13.38609,72.4066,1685.431,660.7863,12.16918,11.56072,7.301506,0,882.2653,111.348,3798,1146.94488945851,1146.94488945851,1111.04581864787,35.8990708106376,30,265311.893350203,1111.04581864787,747.187439923102,363.858378724768
"06037117102","Census Tract 1171.02","Census Tract 1171.02, Los Angeles County, California","00","06","037","117102",2444,1359.431,524.6652,149.5687,7.439282,621.3758,1.174624,8.613906,46.5934,1084.569,425.2137,7.830823,7.439282,4.698494,0,567.7347,71.65203,2444,738.055110541492,738.055110541492,714.95418135213,23.1009291893624,30,265311.893350203,714.95418135213,480.812560076898,234.141621275232
"06037117201","Census Tract 1172.01","Census Tract 1172.01, Los Angeles County, California","00","06","037","117201",3609,1860.608,1050.966,147.8109,9.652959,572.5411,17.49599,1.80993,60.33099,1748.392,900.7417,12.0662,21.11585,1.80993,0.6033099,690.7899,121.2653,3609,1051.56920762287,1051.56920762287,1034.67652958877,16.8926780341023,29,331547.781161387,1034.67652958877,611.15295887663,423.523570712136
"06037117202","Census Tract 1172.02","Census Tract 1172.02, Los Angeles County, California","00","06","037","117202",2373,1223.392,691.0341,97.18907,6.347041,376.4589,11.50401,1.19007,39.66901,1149.608,592.2583,7.933801,13.88415,1.19007,0.3966901,454.2101,79.7347,2373,691.430792377132,691.430792377132,680.323470411234,11.1073219658977,29,331547.781161387,680.323470411234,401.84704112337,278.476429287864
"06037117301","Census Tract 1173.01","Census Tract 1173.01, Los Angeles County, California","00","06","037","117301",3585,2764,2073,162,12,397,5,9,106,821,463,2,13,2,0,281,60,3585,1236,1236,1217,19,33,326144.791673925,1217,1084,133
"06037117302","Census Tract 1173.02","Census Tract 1173.02, Los Angeles County, California","00","06","037","117302",4613,3798,2820,149,8,644,8,11,158,815,509,9,6,10,0,238,43,4613,1733,1733,1704,29,30,381774.048885897,1704,1284,420
"06037117303","Census Tract 1173.03","Census Tract 1173.03, Los Angeles County, California","00","06","037","117303",3153,2284,1682,109,1,403,5,8,76,869,488,6,9,5,0,300,61,3153,1030,1030,997,33,30,321830.935941096,997,864,133
"06037117404","Census Tract 1174.04","Census Tract 1174.04, Los Angeles County, California","00","06","037","117404",3965,2854,1912,194,13,585,13,1,136,1111,561,22,11,10,0,446,61,3965,1321,1321,1273,48,31,333128.102261603,1273,971,302
"06037117405","Census Tract 1174.05","Census Tract 1174.05, Los Angeles County, California","00","06","037","117405",3553,252,95,65,8,57,0,1,26,3301,1505,7,39,1,0,1532,217,3553,768,768,751,17,42,108015.605843152,751,68,683
"06037117407","Census Tract 1174.07","Census Tract 1174.07, Los Angeles County, California","00","06","037","117407",4028,644.4566,250.6545,197.4853,3.505657,152.4961,0.5842762,2.921381,36.8094,3383.543,1658.176,12.2698,33.88802,2.921381,0,1494.578,181.7099,4028,1018.97766173484,1018.97766173484,988.011024078909,30.9666376559327,32,189194.94589198,988.011024078909,85.8885987815491,902.122425297359
"06037117408","Census Tract 1174.08","Census Tract 1174.08, Los Angeles County, California","00","06","037","117408",2866,458.5434,178.3455,140.5147,2.494343,108.5039,0.4157238,2.078619,26.1906,2407.457,1179.824,8.7302,24.11198,2.078619,0,1063.422,129.2901,2866,725.022338265159,725.022338265159,702.988975921091,22.0333623440673,32,189194.94589198,702.988975921091,61.1114012184509,641.87757470264
"06037117510","Census Tract 1175.10","Census Tract 1175.10, Los Angeles County, California","00","06","037","117510",4136,894,230,233,1,387,2,4,37,3242,1037,27,33,11,6,1954,174,4136,1083,1083,1067,16,40,170422.069135163,1067,173,894
