FIPS,Qualifying Name,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Average Commute to Work (In Min),Median Household Income (In 2021 Inflation Adjusted Dollars)
6037206201,"Census Tract 2062.01, Los Angeles County, California",2134,2134,523,374,8,866,0,237,126,24.51,17.53,0.37,40.58,0,11.11,5.9,35,43103
6037206202,"Census Tract 2062.02, Los Angeles County, California",1839,1839,325,366,0,891,0,142,115,17.67,19.9,0,48.45,0,7.72,6.25,36,19420
6037206301,"Census Tract 2063.01, Los Angeles County, California",1819,1819,549,919,22,35,0,210,84,30.18,50.52,1.21,1.92,0,11.54,4.62,35,10957
6037206302,"Census Tract 2063.02, Los Angeles County, California",1822,1822,455,880,72,28,0,118,269,24.97,48.3,3.95,1.54,0,6.48,14.76,47,9201
6037206303,"Census Tract 2063.03, Los Angeles County, California",2430,2430,699,1014,95,99,16,242,265,28.77,41.73,3.91,4.07,0.66,9.96,10.91,35,
6037207101,"Census Tract 2071.01, Los Angeles County, California",4054,4054,776,486,92,1965,0,371,364,19.14,11.99,2.27,48.47,0,9.15,8.98,33,54118
6037207102,"Census Tract 2071.02, Los Angeles County, California",3103,3103,329,53,20,1770,0,786,145,10.6,1.71,0.64,57.04,0,25.33,4.67,32,31071
6037207103,"Census Tract 2071.03, Los Angeles County, California",2055,2055,223,61,5,1620,5,76,65,10.85,2.97,0.24,78.83,0.24,3.7,3.16,22,32450
6037207303,"Census Tract 2073.03, Los Angeles County, California",2242,2242,1020,495,11,404,0,179,133,45.5,22.08,0.49,18.02,0,7.98,5.93,34,35809
6037207304,"Census Tract 2073.04, Los Angeles County, California",2101,2101,690,443,0,198,0,395,375,32.84,21.09,0,9.42,0,18.8,17.85,25,11727
6037207305,"Census Tract 2073.05, Los Angeles County, California",717,717,575,16,0,0,0,51,75,80.2,2.23,0,0,0,7.11,10.46,30,82321
6037207306,"Census Tract 2073.06, Los Angeles County, California",1978,1978,972,415,7,272,0,172,140,49.14,20.98,0.35,13.75,0,8.7,7.08,33,41686
6037207307,"Census Tract 2073.07, Los Angeles County, California",1461,1461,421,528,45,121,64,194,88,28.82,36.14,3.08,8.28,4.38,13.28,6.02,29,11949
6037207308,"Census Tract 2073.08, Los Angeles County, California",1288,1288,727,151,0,296,0,55,59,56.44,11.72,0,22.98,0,4.27,4.58,33,97075
6037207400,"Census Tract 2074, Los Angeles County, California",2122,2122,765,313,29,496,0,356,163,36.05,14.75,1.37,23.37,0,16.78,7.68,22,72750
6037207501,"Census Tract 2075.01, Los Angeles County, California",2022,2022,705,189,0,563,12,283,270,34.87,9.35,0,27.84,0.59,14,13.35,31,90871
6037207502,"Census Tract 2075.02, Los Angeles County, California",3317,3317,924,209,0,1851,0,108,225,27.86,6.3,0,55.8,0,3.26,6.78,23,18403
6037207711,"Census Tract 2077.11, Los Angeles County, California",1881,1881,1100,163,0,567,0,33,18,58.48,8.67,0,30.14,0,1.75,0.96,29,140549
6037207712,"Census Tract 2077.12, Los Angeles County, California",3947,3947,1134,537,0,1558,0,329,389,28.73,13.61,0,39.47,0,8.34,9.86,24,84000
6037207901,"Census Tract 2079.01, Los Angeles County, California",2991,2991,946,375,83,1046,0,391,150,31.63,12.54,2.77,34.97,0,13.07,5.02,34,74323
6037207902,"Census Tract 2079.02, Los Angeles County, California",6236,6236,2301,518,32,2198,0,382,805,36.9,8.31,0.51,35.25,0,6.13,12.91,28,109188
6037208001,"Census Tract 2080.01, Los Angeles County, California",2248,2248,572,137,17,502,0,888,132,25.44,6.09,0.76,22.33,0,39.5,5.87,27,80197
6037208002,"Census Tract 2080.02, Los Angeles County, California",4545,4545,533,79,0,205,0,3391,337,11.73,1.74,0,4.51,0,74.61,7.41,33,40750
6037208301,"Census Tract 2083.01, Los Angeles County, California",2068,2068,520,22,58,73,0,1320,75,25.15,1.06,2.8,3.53,0,63.83,3.63,35,50774
6037208302,"Census Tract 2083.02, Los Angeles County, California",5007,5007,1494,661,134,541,0,1900,277,29.84,13.2,2.68,10.8,0,37.95,5.53,38,52929
6037208401,"Census Tract 2084.01, Los Angeles County, California",4217,4217,526,52,114,1390,8,1952,175,12.47,1.23,2.7,32.96,0.19,46.29,4.15,37,47839
6037208402,"Census Tract 2084.02, Los Angeles County, California",2856,2856,995,42,20,433,10,1079,277,34.84,1.47,0.7,15.16,0.35,37.78,9.7,33,62344
6037208501,"Census Tract 2085.01, Los Angeles County, California",2590,2590,526,17,0,1083,0,874,90,20.31,0.66,0,41.81,0,33.75,3.47,35,63958
6037208502,"Census Tract 2085.02, Los Angeles County, California",3993,3993,1041,146,45,600,0,1958,203,26.07,3.66,1.13,15.03,0,49.04,5.08,32,43333
6037208610,"Census Tract 2086.10, Los Angeles County, California",4382,4382,918,113,16,1487,59,1497,292,20.95,2.58,0.37,33.93,1.35,34.16,6.66,36,66994
6037208620,"Census Tract 2086.20, Los Angeles County, California",4010,4010,795,341,83,1117,140,1033,501,19.83,8.5,2.07,27.86,3.49,25.76,12.49,34,62303
6037208710,"Census Tract 2087.10, Los Angeles County, California",4846,4846,634,250,115,2323,0,1366,158,13.08,5.16,2.37,47.94,0,28.19,3.26,34,61625
6037208720,"Census Tract 2087.20, Los Angeles County, California",3602,3602,2145,139,70,213,0,872,163,59.55,3.86,1.94,5.91,0,24.21,4.53,44,34363
6037208801,"Census Tract 2088.01, Los Angeles County, California",3198,3198,840,503,63,704,0,904,184,26.27,15.73,1.97,22.01,0,28.27,5.75,31,41158
6037208802,"Census Tract 2088.02, Los Angeles County, California",2864,2864,961,200,9,847,0,699,148,33.55,6.98,0.31,29.57,0,24.41,5.17,38,37475
6037208902,"Census Tract 2089.02, Los Angeles County, California",2529,2529,779,127,66,102,0,1255,200,30.8,5.02,2.61,4.03,0,49.62,7.91,41,32254
6037208903,"Census Tract 2089.03, Los Angeles County, California",3758,3758,1233,326,70,117,0,1869,143,32.81,8.67,1.86,3.11,0,49.73,3.81,43,42159
6037208904,"Census Tract 2089.04, Los Angeles County, California",4197,4197,1051,105,85,441,0,2182,333,25.04,2.5,2.03,10.51,0,51.99,7.93,33,26901
6037209103,"Census Tract 2091.03, Los Angeles County, California",3797,3797,1304,254,7,16,0,2183,33,34.34,6.69,0.18,0.42,0,57.49,0.87,38,33161
6037209104,"Census Tract 2091.04, Los Angeles County, California",2489,2489,771,237,19,81,0,1115,266,30.98,9.52,0.76,3.25,0,44.8,10.69,37,32393
6037209105,"Census Tract 2091.05, Los Angeles County, California",3496,3496,1478,121,0,304,0,1593,0,42.28,3.46,0,8.7,0,45.57,0,36,28618
6037209106,"Census Tract 2091.06, Los Angeles County, California",2382,2382,832,284,0,455,0,726,85,34.93,11.92,0,19.1,0,30.48,3.57,30,50811
6037209201,"Census Tract 2092.01, Los Angeles County, California",3036,3036,826,533,0,1005,137,294,241,27.21,17.56,0,33.1,4.51,9.68,7.94,21,71736
6037209202,"Census Tract 2092.02, Los Angeles County, California",1621,1621,466,186,17,179,0,532,241,28.75,11.47,1.05,11.04,0,32.82,14.87,30,33500
6037209300,"Census Tract 2093, Los Angeles County, California",4619,4619,1139,563,21,598,0,2082,216,24.66,12.19,0.45,12.95,0,45.07,4.68,32,30840
6037209401,"Census Tract 2094.01, Los Angeles County, California",3956,3956,1671,453,21,417,1,1306,87,42.24,11.45,0.53,10.54,0.03,33.01,2.2,35,30530
6037209402,"Census Tract 2094.02, Los Angeles County, California",4062,4062,1416,168,74,165,0,2206,33,34.86,4.14,1.82,4.06,0,54.31,0.81,41,44511
6037209403,"Census Tract 2094.03, Los Angeles County, California",4420,4420,1412,404,126,531,0,1824,123,31.95,9.14,2.85,12.01,0,41.27,2.78,47,28508
6037209510,"Census Tract 2095.10, Los Angeles County, California",2946,2946,1014,132,0,760,0,660,380,34.42,4.48,0,25.8,0,22.4,12.9,36,37036
6037209520,"Census Tract 2095.20, Los Angeles County, California",2678,2678,1247,161,93,115,0,961,101,46.56,6.01,3.47,4.29,0,35.88,3.77,38,36372
6037209810,"Census Tract 2098.10, Los Angeles County, California",2646,2646,1130,144,63,223,10,1031,45,42.71,5.44,2.38,8.43,0.38,38.96,1.7,36,33189
6037209820,"Census Tract 2098.20, Los Angeles County, California",2741,2741,905,41,0,75,0,1559,161,33.02,1.5,0,2.74,0,56.88,5.87,42,36964
6037210010,"Census Tract 2100.10, Los Angeles County, California",3336,3336,826,87,100,419,0,1720,184,24.76,2.61,3,12.56,0,51.56,5.52,38,32561
6037211000,"Census Tract 2110, Los Angeles County, California",5204,5204,2932,341,2,1416,0,156,357,56.34,6.55,0.04,27.21,0,3,6.86,26,138750
6037211121,"Census Tract 2111.21, Los Angeles County, California",2228,2228,527,143,0,940,0,492,126,23.65,6.42,0,42.19,0,22.08,5.66,29,60078
6037211122,"Census Tract 2111.22, Los Angeles County, California",2750,2750,577,85,12,907,0,998,171,20.98,3.09,0.44,32.98,0,36.29,6.22,33,43786
6037211123,"Census Tract 2111.23, Los Angeles County, California",1513,1513,223,49,31,1182,0,28,0,14.74,3.24,2.05,78.12,0,1.85,0,27,71875
6037211124,"Census Tract 2111.24, Los Angeles County, California",4292,4292,309,173,151,2584,0,1031,44,7.2,4.03,3.52,60.21,0,24.02,1.03,34,53860
6037211201,"Census Tract 2112.01, Los Angeles County, California",2602,2602,697,105,10,394,32,1127,237,26.79,4.04,0.38,15.14,1.23,43.31,9.11,32,53981
6037211202,"Census Tract 2112.02, Los Angeles County, California",2334,2334,448,106,11,520,0,1020,229,19.19,4.54,0.47,22.28,0,43.7,9.81,35,45694
6037211310,"Census Tract 2113.10, Los Angeles County, California",3507,3507,940,237,0,805,0,1452,73,26.8,6.76,0,22.95,0,41.4,2.08,38,45260
6037211320,"Census Tract 2113.20, Los Angeles County, California",3399,3399,793,192,59,764,0,1216,375,23.33,5.65,1.74,22.48,0,35.78,11.03,38,36276
6037211410,"Census Tract 2114.10, Los Angeles County, California",3017,3017,510,113,104,1355,0,913,22,16.9,3.75,3.45,44.91,0,30.26,0.73,28,48966
6037211420,"Census Tract 2114.20, Los Angeles County, California",3451,3451,737,205,8,952,0,1392,157,21.36,5.94,0.23,27.59,0,40.34,4.55,39,51742
6037211500,"Census Tract 2115, Los Angeles County, California",4069,4069,1377,117,0,1769,0,596,210,33.84,2.88,0,43.48,0,14.65,5.16,31,70021
6037211701,"Census Tract 2117.01, Los Angeles County, California",2563,2563,1006,85,0,981,0,103,388,39.25,3.32,0,38.28,0,4.02,15.14,32,87612
6037211703,"Census Tract 2117.03, Los Angeles County, California",4589,4589,899,290,0,2249,0,708,443,19.59,6.32,0,49.01,0,15.43,9.65,33,54775
6037211704,"Census Tract 2117.04, Los Angeles County, California",2704,2704,528,273,28,1219,0,386,270,19.53,10.1,1.04,45.08,0,14.28,9.99,28,36982
6037211802,"Census Tract 2118.02, Los Angeles County, California",4457,4457,1142,144,136,2103,116,650,166,25.62,3.23,3.05,47.18,2.6,14.58,3.72,36,48454
6037211803,"Census Tract 2118.03, Los Angeles County, California",3326,3326,384,79,0,2318,0,432,113,11.55,2.38,0,69.69,0,12.99,3.4,27,54917
6037211804,"Census Tract 2118.04, Los Angeles County, California",3113,3113,567,82,46,1748,0,582,88,18.21,2.63,1.48,56.15,0,18.7,2.83,28,42904
6037211910,"Census Tract 2119.10, Los Angeles County, California",4075,4075,1075,265,0,1203,0,1294,238,26.38,6.5,0,29.52,0,31.75,5.84,35,51125
6037211921,"Census Tract 2119.21, Los Angeles County, California",2261,2261,395,105,51,914,0,691,105,17.47,4.64,2.26,40.42,0,30.56,4.64,28,34309
6037211922,"Census Tract 2119.22, Los Angeles County, California",3674,3674,414,230,67,1028,11,1872,52,11.27,6.26,1.82,27.98,0.3,50.95,1.42,34,50425
6037212101,"Census Tract 2121.01, Los Angeles County, California",2694,2694,670,506,34,1134,0,233,117,24.87,18.78,1.26,42.09,0,8.65,4.34,32,51094
6037212102,"Census Tract 2121.02, Los Angeles County, California",2574,2574,340,672,44,968,11,465,74,13.21,26.11,1.71,37.61,0.43,18.07,2.87,30,34056
6037212202,"Census Tract 2122.02, Los Angeles County, California",3258,3258,1115,157,42,591,0,932,421,34.22,4.82,1.29,18.14,0,28.61,12.92,35,37782
6037212203,"Census Tract 2122.03, Los Angeles County, California",2577,2577,718,187,23,851,0,683,115,27.86,7.26,0.89,33.02,0,26.5,4.46,35,36250
6037212204,"Census Tract 2122.04, Los Angeles County, California",2948,2948,541,314,0,504,0,1230,359,18.35,10.65,0,17.1,0,41.72,12.18,31,34238
6037212303,"Census Tract 2123.03, Los Angeles County, California",3941,3941,1094,318,14,839,9,884,783,27.76,8.07,0.36,21.29,0.23,22.43,19.87,34,40357
6037212304,"Census Tract 2123.04, Los Angeles County, California",1602,1602,697,111,23,134,9,577,51,43.51,6.93,1.44,8.36,0.56,36.02,3.18,34,36645
6037212305,"Census Tract 2123.05, Los Angeles County, California",2781,2781,492,80,0,552,0,1454,203,17.69,2.88,0,19.85,0,52.28,7.3,40,32898
6037212306,"Census Tract 2123.06, Los Angeles County, California",3086,3086,659,66,37,1057,0,823,444,21.35,2.14,1.2,34.25,0,26.67,14.39,34,44665
6037212410,"Census Tract 2124.10, Los Angeles County, California",4134,4134,424,56,0,1317,0,1200,1137,10.26,1.35,0,31.86,0,29.03,27.5,35,49375
6037212420,"Census Tract 2124.20, Los Angeles County, California",3226,3226,528,227,0,746,0,1532,193,16.37,7.04,0,23.12,0,47.49,5.98,37,43536
6037212501,"Census Tract 2125.01, Los Angeles County, California",1864,1864,668,107,8,342,0,716,23,35.84,5.74,0.43,18.35,0,38.41,1.23,38,49615
6037212502,"Census Tract 2125.02, Los Angeles County, California",2785,2785,413,199,61,1281,0,666,165,14.83,7.15,2.19,46,0,23.91,5.92,30,57933
6037212610,"Census Tract 2126.10, Los Angeles County, California",4046,4046,629,93,21,1992,0,921,390,15.55,2.3,0.52,49.23,0,22.76,9.64,31,51703
6037212620,"Census Tract 2126.20, Los Angeles County, California",3994,3994,650,105,48,1686,0,1176,329,16.27,2.63,1.2,42.21,0,29.44,8.24,35,44805
6037212701,"Census Tract 2127.01, Los Angeles County, California",2203,2203,349,292,6,1340,0,111,105,15.84,13.25,0.27,60.83,0,5.04,4.77,28,71357
6037212702,"Census Tract 2127.02, Los Angeles County, California",3591,3591,881,203,17,1829,0,463,198,24.53,5.65,0.47,50.93,0,12.89,5.51,28,79737
6037212800,"Census Tract 2128, Los Angeles County, California",3377,3377,918,314,12,1462,0,345,326,27.18,9.3,0.36,43.29,0,10.22,9.65,32,54223
6037212900,"Census Tract 2129, Los Angeles County, California",3945,3945,1410,358,18,1014,0,596,549,35.74,9.07,0.46,25.7,0,15.11,13.92,30,55526
6037213100,"Census Tract 2131, Los Angeles County, California",2922,2922,252,358,4,1591,0,598,119,8.62,12.25,0.14,54.45,0,20.47,4.07,29,47201
6037213201,"Census Tract 2132.01, Los Angeles County, California",4018,4018,666,29,194,1889,0,864,376,16.58,0.72,4.83,47.01,0,21.5,9.36,37,38153
6037213202,"Census Tract 2132.02, Los Angeles County, California",3818,3818,557,44,0,1310,0,1601,306,14.59,1.15,0,34.31,0,41.93,8.01,36,43606
6037213310,"Census Tract 2133.10, Los Angeles County, California",2536,2536,212,48,32,959,0,1095,190,8.36,1.89,1.26,37.82,0,43.18,7.49,33,60598
6037213320,"Census Tract 2133.20, Los Angeles County, California",2456,2456,465,24,12,830,0,718,407,18.93,0.98,0.49,33.79,0,29.23,16.57,33,26250
6037213401,"Census Tract 2134.01, Los Angeles County, California",4630,4630,1420,138,78,936,0,1269,789,30.67,2.98,1.68,20.22,0,27.41,17.04,31,37031
6037213402,"Census Tract 2134.02, Los Angeles County, California",4712,4712,1190,272,19,818,1,1793,619,25.25,5.77,0.4,17.36,0.02,38.05,13.14,32,49498
6037214000,"Census Tract 2140, Los Angeles County, California",3953,3953,3597,2,0,141,0,70,143,90.99,0.05,0,3.57,0,1.77,3.62,22,150990
6037214100,"Census Tract 2141, Los Angeles County, California",3532,3532,3044,71,0,215,4,27,171,86.18,2.01,0,6.09,0.11,0.76,4.84,26,110543
6037214400,"Census Tract 2144, Los Angeles County, California",3065,3065,2423,34,0,239,0,169,200,79.05,1.11,0,7.8,0,5.51,6.53,36,91494
6037214501,"Census Tract 2145.01, Los Angeles County, California",3609,3609,1418,250,0,1648,0,75,218,39.29,6.93,0,45.66,0,2.08,6.04,27,100452
6037214503,"Census Tract 2145.03, Los Angeles County, California",3273,3273,1601,132,30,1216,0,118,176,48.92,4.03,0.92,37.15,0,3.61,5.38,34,80523
6037214504,"Census Tract 2145.04, Los Angeles County, California",3647,3647,1314,281,17,1440,0,217,378,36.03,7.7,0.47,39.48,0,5.95,10.36,30,67000
6037214505,"Census Tract 2145.05, Los Angeles County, California",1258,1258,846,134,0,217,0,43,18,67.25,10.65,0,17.25,0,3.42,1.43,29,64432
6037214600,"Census Tract 2146, Los Angeles County, California",2273,2273,1814,108,0,107,0,43,201,79.81,4.75,0,4.71,0,1.89,8.84,28,118792
6037214700,"Census Tract 2147, Los Angeles County, California",2307,2307,1925,67,0,154,0,23,138,83.44,2.9,0,6.68,0,1,5.98,22,133516
6037214800,"Census Tract 2148, Los Angeles County, California",2653,2653,2080,183,5,178,0,59,148,78.4,6.9,0.19,6.71,0,2.22,5.58,27,107273
6037214902,"Census Tract 2149.02, Los Angeles County, California",2391,2391,1908,106,0,130,0,17,230,79.8,4.43,0,5.44,0,0.71,9.62,25,97375
6037214903,"Census Tract 2149.03, Los Angeles County, California",1522,1522,1058,45,0,236,0,80,103,69.51,2.96,0,15.51,0,5.26,6.77,20,76064
6037214904,"Census Tract 2149.04, Los Angeles County, California",1340,1340,1094,19,0,105,0,79,43,81.64,1.42,0,7.84,0,5.9,3.21,27,97000
6037215101,"Census Tract 2151.01, Los Angeles County, California",2845,2845,1668,157,13,416,0,174,417,58.63,5.52,0.46,14.62,0,6.12,14.66,34,75625
6037215102,"Census Tract 2151.02, Los Angeles County, California",3110,3110,2237,163,0,255,0,84,371,71.93,5.24,0,8.2,0,2.7,11.93,23,74408
6037216100,"Census Tract 2161, Los Angeles County, California",2003,2003,1181,276,7,391,1,70,77,58.96,13.78,0.35,19.52,0.05,3.49,3.84,30,133796
6037216201,"Census Tract 2162.01, Los Angeles County, California",2386,2386,1286,262,5,455,0,42,336,53.9,10.98,0.21,19.07,0,1.76,14.08,24,105521
6037216202,"Census Tract 2162.02, Los Angeles County, California",2564,2564,1294,350,11,523,0,220,166,50.47,13.65,0.43,20.4,0,8.58,6.47,29,104375
6037216301,"Census Tract 2163.01, Los Angeles County, California",1519,1519,1210,48,0,74,0,0,187,79.66,3.16,0,4.87,0,0,12.31,25,116458
6037216302,"Census Tract 2163.02, Los Angeles County, California",3009,3009,1814,328,0,350,0,238,279,60.29,10.9,0,11.63,0,7.91,9.27,34,86875
6037216401,"Census Tract 2164.01, Los Angeles County, California",3621,3621,2654,207,0,361,29,79,291,73.29,5.72,0,9.97,0.8,2.18,8.04,25,90308
6037216402,"Census Tract 2164.02, Los Angeles County, California",2621,2621,1809,51,8,174,0,69,510,69.02,1.95,0.31,6.64,0,2.63,19.46,28,87440
6037216700,"Census Tract 2167, Los Angeles County, California",3322,3322,1529,883,19,290,0,278,323,46.03,26.58,0.57,8.73,0,8.37,9.72,31,96215
6037216800,"Census Tract 2168, Los Angeles County, California",3175,3175,2071,237,0,246,29,98,494,65.23,7.46,0,7.75,0.91,3.09,15.56,28,116798
6037216901,"Census Tract 2169.01, Los Angeles County, California",2624,2624,1053,1137,0,137,13,147,137,40.13,43.33,0,5.22,0.5,5.6,5.22,27,93586
6037216902,"Census Tract 2169.02, Los Angeles County, California",2145,2145,1229,287,7,48,0,141,433,57.3,13.38,0.33,2.24,0,6.57,20.19,27,82591
6037217001,"Census Tract 2170.01, Los Angeles County, California",2749,2749,2381,34,0,96,0,24,214,86.61,1.24,0,3.49,0,0.87,7.78,24,106250
6037217002,"Census Tract 2170.02, Los Angeles County, California",4514,4514,3725,169,2,186,0,183,249,82.52,3.74,0.04,4.12,0,4.05,5.52,27,94875
6037217101,"Census Tract 2171.01, Los Angeles County, California",2820,2820,776,350,0,84,0,689,921,27.52,12.41,0,2.98,0,24.43,32.66,31,66801
6037217102,"Census Tract 2171.02, Los Angeles County, California",2799,2799,1319,975,0,134,0,199,172,47.12,34.83,0,4.79,0,7.11,6.15,31,71354
6037217200,"Census Tract 2172, Los Angeles County, California",3839,3839,1218,1274,0,281,22,623,421,31.73,33.19,0,7.32,0.57,16.23,10.97,31,71818
6037218110,"Census Tract 2181.10, Los Angeles County, California",3562,3562,854,599,19,370,0,1493,227,23.98,16.82,0.53,10.39,0,41.91,6.37,30,41900
6037218120,"Census Tract 2181.20, Los Angeles County, California",3749,3749,1054,510,0,461,143,1143,438,28.11,13.6,0,12.3,3.81,30.49,11.68,34,43625
6037218210,"Census Tract 2182.10, Los Angeles County, California",3660,3660,1268,369,167,214,5,983,654,34.64,10.08,4.56,5.85,0.14,26.86,17.87,35,39962
6037218220,"Census Tract 2182.20, Los Angeles County, California",3848,3848,1558,713,37,367,33,803,337,40.49,18.53,0.96,9.54,0.86,20.87,8.76,33,64071
6037218300,"Census Tract 2183, Los Angeles County, California",5863,5863,2328,1442,42,308,0,1388,355,39.71,24.59,0.72,5.25,0,23.67,6.05,30,63340
6037218400,"Census Tract 2184, Los Angeles County, California",4433,4433,1589,762,23,142,0,1446,471,35.84,17.19,0.52,3.2,0,32.62,10.62,34,69288
6037218500,"Census Tract 2185, Los Angeles County, California",2679,2679,930,596,44,118,0,505,486,34.71,22.25,1.64,4.4,0,18.85,18.14,32,46894
6037218600,"Census Tract 2186, Los Angeles County, California",2964,2964,1002,660,0,207,0,709,386,33.81,22.27,0,6.98,0,23.92,13.02,43,63523
6037218701,"Census Tract 2187.01, Los Angeles County, California",2117,2117,634,743,2,309,14,311,104,29.95,35.1,0.09,14.6,0.66,14.69,4.91,39,54645
